booked_today_list,delivery,expensive,genre,location,num_reviews_list,rating_list,rest_name
,,  $    $    $    ,Kosher,Garment District / Flower District,,,Hyo Dong Gak
,,  $    $      ,Kosher,Garment District / Flower District,,,Hanbat Restaurant
,,  $    $      ,American,Midtown East,,,Paul's Dancing Cafe
,,  $    $      ,Kosher,Garment District / Flower District,,,Cho Dang Gol Korean Restaurant
,,  $    $      ,Korean,Midtown West,,,YOON Haeundae Galbi
,,  $    $      ,American,Midtown West,,,Denny's New Fashion
, Takeout,  $    $      ,Contemporary American,Midtown East,(14),3.7 stars out of 5,Suite 36 Restaurant & Sports Lounge
,,  $    $    $    ,Sushi,Theater District / Times Square,,,Toyama Sushi
,,  $    $      ,Ramen,Midtown West,,,Tonchin
,2,  $    $    $    ,Steak,Midtown West,(8958),4.6 stars out of 5,Keen's Steakhouse
, Takeout,  $    $      ,American,Midtown East,(152),3.9 stars out of 5,Heartland Brewery - Empire State Building
, Takeout,  $    $      ,Gastro Pub,Midtown West,(15),3.9 stars out of 5,McGettigan's
,,  $    $      ,Grill,Midtown East,,,Skylark
,,  $    $      ,Mexican,Midtown East,,,Tacos Tijuana
,,  $    $      ,Italian,Midtown East,,,Blake & Todd Restaurant & Caterers
,,  $    $      ,American,Midtown East,,,Bay Ridge Diner
,,  $    $      ,Sushi,Midtown East,,,Yashin
,,  $    $    $    $  ,Bar / Lounge / Bottle Service,Midtown West,(101),4 stars out of 5,Monarch Rooftop Lounge
,,  $    $      ,English,Garment District / Flower District,,,Jack Demsey's
,,  $    $      ,American,Midtown East,,,W Cafe
,,  $    $      ,American,Garment District / Flower District,(3),4.3 stars out of 5,Foley's NY
,,  $    $      ,Steakhouse,Midtown West,,,Rick's Cabaret International
,,  $    $    $    $  ,Contemporary American,Midtown East,(2),5 stars out of 5,"Private Dining at The Langham, New York, Fifth Avenue"
,2,  $    $      ,Mexican,Midtown East,(17),4.1 stars out of 5,Tacombi - Empire State Building
, Takeout,  $    $    $    ,Greek,Midtown East,(135),4.3 stars out of 5,Avaton Estiatorio
,,  $    $      ,American,Midtown East,,,Blacksmith Cafe & Delicatessen
,,  $    $      ,Korean,Midtown West,(13),3.9 stars out of 5,Maru Karaoke Lounge
,,  $    $    $    $  ,American,Garment District / Flower District,,,Chorus NYC
,,  $    $    $    ,Kosher,Garment District / Flower District,,,Wonjo
,,  $    $    $    ,Bar / Lounge / Bottle Service,Midtown West,(1),4.3 stars out of 5,Stanford West Whiskey Bar
, Takeout,  $    $    $    $  ,Comfort Food,Murray Hill,(9),3.5 stars out of 5,Slattery's Mid Town Pub
,,  $    $      ,Kosher,Garment District / Flower District,,,Shilla - NY
,,  $    $      ,Barbecue,Garment District / Flower District,,,Jongro Bbq
,,  $    $      ,Gastro Pub,Midtown West,(18),3.8 stars out of 5,5th & MAD
,,  $    $      ,Kosher,Garment District / Flower District,,,Kun Jip
,,  $    $    $    ,Korean,Garment District / Flower District,,,Pocha 32
, Delivery partners,  $    $      ,American,Midtown West,,,Hanok Restaurant
,,  $    $      ,Korean,Midtown West,,,Bookchangdong
,,  $    $      ,Grill,Midtown West,,,5 Bar Karaoke
,,  $    $      ,American,Midtown West,,,Mk
,,  $    $      ,Grill,Midtown East,,,The Ginger Man
,,  $    $      ,Hawaiian,Midtown West,,,Pokeworks
,,  $    $      ,Grill,Garment District / Flower District,,,Jimmy's American Grill And Bar
,,  $    $      ,Café,Garment District / Flower District,,,Martinique Cafe
,2,  $    $      ,Chinese,Midtown West,(104),4.1 stars out of 5,Red Peony
,2,  $    $    $    $  ,Italian,West Village,(35),4.5 stars out of 5,Piccolo Angolo
, Takeout,  $    $      ,Italian,East Village,(570),4.6 stars out of 5,Porsena
, Delivery partners,  $    $      ,Italian,Hell's Kitchen,(548),4.7 stars out of 5,kilo
,2,  $    $      ,American,Hell's Kitchen,(30),3.6 stars out of 5,Sall Restaurant & Lounge
,2,  $    $    $    $  ,Sushi,Columbus Circle,,,Blue Ribbon Sushi Bar & Grill
, Delivery partners,  $    $      ,Italian,Midtown East,(256),4.2 stars out of 5,Angelo Bellini Italian Restaurant
, Delivery partners,  $    $      ,Italian,Midtown West,(1455),4.6 stars out of 5,PizzArte
,,  $    $    $    $  ,American,Greenwich Village,(6074),4.5 stars out of 5,"One if by Land, Two if by Sea"
,2,  $    $      ,Japanese,Midtown West,(4058),4 stars out of 5,Benihana - New York
,,  $    $      ,French,Greenwich Village,,,LENA - Greenwich Village
, Takeout,  $    $    $    ,Mediterranean,Upper East Side,(155),4.5 stars out of 5,ZAVÕ Mediterranean Restaurant
,,  $    $    $    ,American,Greenwich Village,(1897),4.6 stars out of 5,North Square
, Takeout,  $    $      ,Italian,Midtown West,(1384),4.6 stars out of 5,Patzeria Family & Friends
,,  $    $    $    ,Italian,West Village,(199),4.5 stars out of 5,Sotto 13
,,  $    $      ,Georgian,Greenwich Village,(140),4.4 stars out of 5,Old Tbilisi
,2,  $    $    $    ,Contemporary American,West Village,(912),4.6 stars out of 5,Cafe Clover
, Takeout,  $    $      ,American,Lincoln Square,(7772),4.5 stars out of 5,The Smith- Lincoln Square
,,  $    $      ,French,Hell's Kitchen,(108),4.3 stars out of 5,La Bergamote - Hell's Kitchen
,2,  $    $      ,Mexican,East Village,(659),4.6 stars out of 5,La Palapa
, Takeout,  $    $      ,Cuban,Greenwich Village,(2227),4.6 stars out of 5,Cuba
, Takeout,  $    $    $    $  ,Egyptian,West Village,(483),4.1 stars out of 5,Casa La Femme
,2,  $    $      ,Italian,East Village,(914),4.5 stars out of 5,Gnocco
, Takeout,  $    $      ,Tapas / Small Plates,East Village,(875),4.7 stars out of 5,Nai Tapas
, Takeout,  $    $    $    ,Italian,East Village,(258),4.7 stars out of 5,Risotteria Melotti
,2,  $    $    $    ,Mexican,Greenwich Village,(506),4.5 stars out of 5,Toloache Thompson St.
,,  $    $    $    ,Korean,East Village,(41),4.5 stars out of 5,Soogil
,2,  $    $      ,Greek,West Village,(583),4.5 stars out of 5,Snack Taverna
,2,  $    $      ,Italian,East Village,(611),4.7 stars out of 5,Double Zero
,2,  $    $      ,Italian,West Village,(152),4.5 stars out of 5,Numero 28 Pizzeria - West Village
,,  $    $    $    ,Italian,Greenwich Village,(1597),4.6 stars out of 5,Monte's Trattoria
, Delivery partners,  $    $      ,Pizzeria,Lower East Side,(259),4.5 stars out of 5,Sorbillo Pizzeria
, Takeout,  $    $      ,Pizzeria,Upper West Side,,,Peperino
,2,  $    $      ,Mediterranean,East Village,(495),4.4 stars out of 5,Nomad Restaurant - East Village
, Takeout,  $    $      ,Indian,Theater District / Times Square,(1517),4.3 stars out of 5,Utsav Indian Bar and Grill
,,  $    $    $    ,Italian,Theater District / Times Square,(4665),4.7 stars out of 5,La Masseria
,2,  $    $      ,American,Chelsea,(43),4.7 stars out of 5,Westville - Chelsea
,2,  $    $      ,Mediterranean,East Village,(758),4.6 stars out of 5,Balade
, Takeout,  $    $    $    ,Indian,Midtown East,(1540),4.6 stars out of 5,Amma
, Takeout,  $    $      ,Comfort Food,Greenwich Village,(455),4.6 stars out of 5,White Oak Tavern
,2,  $    $    $    $  ,Sushi,Murray Hill,(126),4.8 stars out of 5,Sushi Ryusei
, Delivery partners,  $    $    $    ,Korean,Midtown West,(1547),4.5 stars out of 5,Bann Restaurant
, Takeout,  $    $    $    ,Japanese,Midtown East,(472),4.6 stars out of 5,Restaurant Nippon
,,  $    $    $    ,American,Murray Hill,(95),4.5 stars out of 5,Wine 34
,,  $    $    $    $  ,Steakhouse,Midtown West,(4339),4.6 stars out of 5,The Capital Grille - NY - Rockefeller Center
, Takeout,  $    $    $    $  ,Steakhouse,Midtown East,(4275),4.7 stars out of 5,The Capital Grille - NY – Chrysler Center
,,  $    $      ,Sushi,Gramercy / Flatiron,(89),4.4 stars out of 5,Mizu Flatiron
, Takeout,  $    $    $    ,French / Japanese,Midtown East,(324),4.5 stars out of 5,MIFUNE New York
,2,  $    $    $    $  ,Steakhouse,Midtown West,(999),4.3 stars out of 5,Empire Steakhouse - 237 West 54 Street off of Broadway
, Takeout,  $    $    $    ,Italian,Greenwich Village,(2270),4.8 stars out of 5,Palma
,2,  $    $    $    $  ,Italian,Theater District / Times Square,(1498),4.6 stars out of 5,Chazz Palminteri Italian Restaurant
,,  $    $      ,Italian,NoMad,(264),4.7 stars out of 5,Cardoncello diVino
,2,  $    $    $    ,French,Theater District / Times Square,(5309),4.6 stars out of 5,Le Rivage
,2,  $    $      ,Indian,Midtown East,(1473),4.6 stars out of 5,Spice Symphony – 50th St.
,,  $    $    $    $  ,Steakhouse,Midtown East,(1005),4.5 stars out of 5,Ben and Jack's Steakhouse 44th Street
, Takeout,  $    $      ,Italian,East Village,(295),4.7 stars out of 5,Tableside Italian Cook Shoppe
, Takeout,  $    $      ,Pizzeria,West Village,(363),4.7 stars out of 5,Brunetti Pizza - West Village
, Delivery partners,  $    $    $    ,Italian,Theater District / Times Square,(2148),4.5 stars out of 5,iL Punto
, Delivery partners,  $    $      ,Italian,East Village,(1037),4.8 stars out of 5,Giano
, Delivery partners,  $    $      ,Italian,Hell's Kitchen,(580),4.6 stars out of 5,Il Melograno
,2,  $    $      ,Regional Mexican,West Village,(174),4.3 stars out of 5,Caliente Cab Mexican Cafe
, Takeout,  $    $    $    ,Italian,Upper East Side,(706),4.4 stars out of 5,Serafina Always
, Takeout,  $    $      ,Italian,Midtown West,(1315),4.3 stars out of 5,Azalea
,2,  $    $      ,Greek,Midtown East,(423),4.5 stars out of 5,Under the Bridge
, Takeout,  $    $    $    ,Contemporary American,Hell's Kitchen,(34),4.6 stars out of 5,The Restaurant
,,  $    $      ,Mexican,Theater District / Times Square,(6360),4.6 stars out of 5,Toloache-Midtown
, Takeout,  $    $      ,Italian,Gramercy / Flatiron,(593),4.6 stars out of 5,Bread & Tulips
, Takeout,  $    $    $    ,Japanese,Hell's Kitchen,(189),4.4 stars out of 5,Haru Hell's Kitchen
, Takeout,  $    $    $    $  ,Steakhouse,Midtown West,(2078),4.6 stars out of 5,Strip House Midtown
,,  $    $      ,French,Chelsea,(130),4.4 stars out of 5,La Bergamote
,2,  $    $      ,Italian,Chelsea,(552),4.4 stars out of 5,Lasagna Restaurant – Chelsea
,,  $    $      ,French,Midtown West,(3632),4.5 stars out of 5,Rue 57
,,  $    $    $    ,Asian,Midtown East,(12598),4.5 stars out of 5,TAO Uptown
,,  $    $      ,Contemporary American,Midtown West,(31),4.1 stars out of 5,PHD Terrace – Dream Midtown
,2,  $    $    $    $  ,Steakhouse,Midtown East,(586),4.4 stars out of 5,Empire Steak House- East
,,  $    $    $    ,French,Theater District / Times Square,(6775),4.5 stars out of 5,Marseille
,,  $    $      ,Contemporary American,Midtown East,(1150),4.6 stars out of 5,Inside Park at St. Bart's
,,  $    $      ,Italian,Union Square,(977),4.6 stars out of 5,Ribalta Pizza
,,  $    $      ,American,Meatpacking District,(8),4.5 stars out of 5,The Beach at Dream Downtown
, Delivery partners,  $    $      ,American,Lincoln Square,(876),4.3 stars out of 5,P.J. Clarke's-Lincoln Square
,,  $    $    $    $  ,Italian,Midtown East,(263),4.8 stars out of 5,San Pietro
, Takeout,  $    $      ,Italian,Theater District / Times Square,(2694),4.4 stars out of 5,Bocca Di Bacco (Theatre District - 45th St.)
,,  $    $      ,Italian,East Village,(777),4.4 stars out of 5,Cacio e Vino
, Delivery partners,  $    $    $    ,Italian,Theater District / Times Square,(648),4.3 stars out of 5,Serafina at The Time Hotel
,2,  $    $    $    ,Vegan,West Village,(753),4.6 stars out of 5,Delice & Sarrasin
,2,  $    $      ,Italian,Greenwich Village,(1459),4.5 stars out of 5,Senza Gluten
,2,  $    $    $    ,Steakhouse,Theater District / Times Square,(5299),4.5 stars out of 5,Ruth's Chris Steak House - New York City - Midtown
,,  $    $    $    ,Seafood,Midtown East,,,Ammos Estiatorio
,,  $    $    $    $  ,Farm-to-table,West Village,(612),4.8 stars out of 5,Coarse NYC
,2,  $    $    $    ,American,Gramercy / Flatiron,(1539),4.6 stars out of 5,The Little Beet Table
, Takeout,  $    $    $    ,Farm-to-table,Upper East Side,(1117),4.7 stars out of 5,JoJo
,2,  $    $    $    ,Mexican,Chelsea,(157),4.6 stars out of 5,Kahlo NYC
,2,  $    $    $    $  ,Italian,East Village,(2735),4.7 stars out of 5,Hearth
,,  $    $    $    ,American,West Village,(507),4.4 stars out of 5,The Loyal
,,  $    $    $    ,Italian,Midtown East,(1086),4.6 stars out of 5,Toscana 49
,,  $    $      ,Italian,Chelsea,(692),4.2 stars out of 5,Bocca Di Bacco (Chelsea - 20th St.)
,,  $    $    $    $  ,Steakhouse,Midtown West,(1735),4.5 stars out of 5,Nusr-Et Steakhouse New York
, Delivery partners,  $    $      ,Contemporary American,Union Square,(309),4.4 stars out of 5,Irvington
,,  $    $      ,Cocktail Bar,Theater District / Times Square,(18),4.1 stars out of 5,Fashion Bar & Restaurant
,2,  $    $    $    ,Turkish,Midtown West,(120),4.6 stars out of 5,Turkuaz Restaurant
, Delivery partners,  $    $    $    ,Italian,Midtown East,(2902),4.5 stars out of 5,LAVO Italian Restaurant - New York
, Takeout,  $    $    $    ,Steakhouse,Midtown East,(5088),4.8 stars out of 5,Club A Steakhouse
,2,  $    $      ,"Global, International",Midtown West,(275),4.6 stars out of 5,Buenavista Restaurant & Bar
,2,  $    $    $    ,Indian,Theater District / Times Square,(210),4.5 stars out of 5,Saar Indian Bistro
, Takeout,  $    $    $    $  ,French,Midtown East,(3309),4.7 stars out of 5,La Grenouille
, Takeout,  $    $      ,Mexican,Hell's Kitchen,(18),4.3 stars out of 5,Casa Del Toro
, Takeout,  $    $      ,French,Hell's Kitchen,(282),4.5 stars out of 5,Le Privé
, Takeout,  $    $    $    ,Italian,Midtown East,(506),4.7 stars out of 5,Fabio Cucina Italiana
,2,  $    $      ,Japanese,Midtown East,(99),4.5 stars out of 5,Gu Japanese Fusion Sushi and Bar
, Takeout,  $    $    $    ,Bistro,Midtown East,(453),4.1 stars out of 5,Papillon Bistro and Bar
, Takeout,  $    $    $    ,Italian,Midtown East,(16),4.7 stars out of 5,Osteria Delbianco
,2,  $    $      ,Pizzeria,Chelsea,(181),4.5 stars out of 5,Ovest Pizzoteca
,,  $    $    $    $  ,Italian,Midtown West,(1432),4.8 stars out of 5,Il Tinello
,,  $    $    $    ,Italian,East Village,(71),4.5 stars out of 5,Tarallucci e Vino East Village
, Takeout,  $    $    $    $  ,Steakhouse,Midtown East,(1447),4.5 stars out of 5,Wolfgang's Steak House - 54th Street
, Takeout,  $    $    $    $  ,Indian,Midtown West,(2012),4.7 stars out of 5,Indian Accent
,,  $    $    $    $  ,Italian,Upper East Side,(1412),4.5 stars out of 5,Il Mulino New York - Uptown
, Takeout,  $    $    $    ,Steakhouse,Midtown West,(904),4.2 stars out of 5,Frankie and Johnnie's Steakhouse - 46th Street
, Takeout,  $    $      ,Creative Japanese,Gramercy / Flatiron,(13),4.1 stars out of 5,Norikoh- 24th street
,,  $    $    $    ,American,Upper East Side,(1028),4.4 stars out of 5,The East Pole - Kitchen and Bar
,2,  $    $      ,American,East Village,(39),4.7 stars out of 5,Westville - East Village
, Takeout,  $    $      ,American,Midtown East,(101),4.5 stars out of 5,The Perfect Pint - East
,,  $    $    $    $  ,French,Upper East Side,(5982),4.8 stars out of 5,Daniel - DBK Terrace
, Takeout,  $    $      ,Italian,NoHo,(278),4.4 stars out of 5,Misirizzi
, Delivery partners,  $    $    $    ,Italian,Upper East Side,(271),4.7 stars out of 5,Felice 64 Wine Bar
, Takeout,  $    $    $    ,American,Greenwich Village,(370),4.4 stars out of 5,Society Cafe
,,  $    $    $    ,French,Meatpacking District,(17),3.7 stars out of 5,The Chester
, Takeout,  $    $      ,Sushi,Midtown East,,,MakiMaki Sushi
,,  $    $    $    ,Moroccan,Greenwich Village,(385),3.7 stars out of 5,Le Souk - Greenwich Village
,2,  $    $      ,Mexican,Hell's Kitchen,(1005),4.5 stars out of 5,Tacuba Hell's Kitchen
,2,  $    $    $    $  ,Japanese,Midtown West,(658),4.7 stars out of 5,Yakitori Tori Shin
,2,  $    $      ,Mexican,Union Square,,,Tortaria
,,  $    $    $    $  ,Japanese,Chelsea,(14),4.7 stars out of 5,Mojo Omakase
, Takeout,  $    $      ,Italian,East Village,(570),4.6 stars out of 5,Porsena
,2,  $    $      ,American,Midtown West,(682),4.4 stars out of 5,The Blue Dog Cookhouse And Bar
,2,  $    $    $    ,Steakhouse,Midtown West,(4255),4.3 stars out of 5,STK - NYC - Midtown
, Takeout,  $    $    $    $  ,American,Midtown East,(837),4.6 stars out of 5,Benjamin Steakhouse Prime
,,  $    $    $    ,American,Midtown West,(768),4.6 stars out of 5,The Rag Trader
, Takeout,  $    $      ,American,Midtown East,(306),4 stars out of 5,The Liberty NYC
, Takeout,  $    $    $    $  ,Steakhouse,Meatpacking District,(2259),4.4 stars out of 5,STK - NYC - Meatpacking
,,  $    $      ,American,Gramercy / Flatiron,(2997),4.7 stars out of 5,The Smith - Nomad
,2,  $    $      ,Wine Bar,Midtown West,(2628),4.6 stars out of 5,AYZA Wine & Chocolate Bar
,,  $    $    $    $  ,Seafood,Midtown East,(4605),4.7 stars out of 5,Avra Estiatorio on 48th
,2,  $    $    $    ,Lebanese,Gramercy / Flatiron,(6171),4.6 stars out of 5,ilili
,2,  $    $    $    $  ,Steak,West Village,(408),4.6 stars out of 5,Catch Steak
, Takeout,  $    $    $    ,Greek,Chelsea,(77),4 stars out of 5,Mykonos Bleu Restaurant and Rooftop
, Takeout,  $    $    $    ,Italian,Murray Hill,(2369),4.5 stars out of 5,I Trulli
, Takeout,  $    $    $    ,Italian,Gramercy / Flatiron,(1854),4.8 stars out of 5,"Novitá - New York City, Manhattan"
, Takeout,  $    $    $    ,Contemporary American,Midtown East,(768),4.5 stars out of 5,Park Avenue Tavern
, Takeout,  $    $    $    ,Contemporary American,Midtown West,(2457),4.3 stars out of 5,Haven Rooftop
,2,  $    $      ,Steakhouse,Midtown West,(10013),4.7 stars out of 5,Del Frisco's Double Eagle Steakhouse - New York City
, Takeout,  $    $    $    ,French,Gramercy / Flatiron,(916),4.4 stars out of 5,Boucherie - Union Square
,2,  $    $    $    ,Korean,Midtown East,(224),4.6 stars out of 5,Dons Bogam BBQ & Wine Bar
,,  $    $    $    ,Chinese,Gramercy / Flatiron,(649),4.3 stars out of 5,Jue Lan Club
,2,  $    $      ,Mexican,Midtown East,(2028),4.3 stars out of 5,Sinigual - NY
,2,  $    $    $    ,Tapas / Small Plates,NoMad,(231),4.3 stars out of 5,Bazar Tapas Bar and Restaurant
, Takeout,  $    $      ,Mexican,Theater District / Times Square,(30),4.5 stars out of 5,Tito Murphy's
,2,  $    $      ,Steakhouse,Rockefeller Center Midtown,(3361),4.5 stars out of 5,Del Frisco's Grille - NYC
,,  $    $    $    ,Bar / Lounge / Bottle Service,Midtown West,(74),4.5 stars out of 5,Castell Rooftop Lounge
, Takeout,  $    $    $    $  ,American,Murray Hill,(898),4.6 stars out of 5,Fine & Rare
, Takeout,  $    $      ,Italian,West Village,(1386),4.7 stars out of 5,Olio e Più
, Takeout,  $    $    $    $  ,Steakhouse,Rockefeller Center Midtown,(3040),4.7 stars out of 5,Mastro's Steakhouse - New York City
,2,  $    $      ,Italian,Gramercy / Flatiron,(1842),4.6 stars out of 5,Bocca Cucina & Bar
, Takeout,  $    $      ,American,Murray Hill,(349),3.9 stars out of 5,Tavern 29
,,  $    $      ,American,Midtown East,(5499),4.6 stars out of 5,The Smith - Midtown
, Delivery partners,  $    $      ,Korean,Midtown West,(283),4.7 stars out of 5,Osamil
, Takeout,  $    $    $    ,Italian,Chelsea,(1186),4.5 stars out of 5,Bottino
,,  $    $    $    ,Seafood,Rockefeller Center Midtown,(3129),4.7 stars out of 5,Ocean Prime - New York
,,  $    $    $    ,Italian,Chelsea,(1273),4.7 stars out of 5,Trattoria Zero Otto Nove
, Takeout,  $    $    $    ,French,West Village,(1288),4.5 stars out of 5,Boucherie - West Village
,,  $    $    $    ,French,Chelsea,(29),4.4 stars out of 5,LOULOU
,,  $    $    $    $  ,Italian,Chelsea,(867),4.8 stars out of 5,da Umberto
, Takeout,  $    $      ,Italian,Upper East Side,(23),4.9 stars out of 5,Piccola Cucina Uptown
,,  $    $      ,French,Murray Hill,(1508),4.7 stars out of 5,Le Parisien
, Takeout,  $    $    $    ,Japanese,Theater District / Times Square,(1953),4.3 stars out of 5,Haru Sushi - W 43rd
, Takeout,  $    $    $    ,Contemporary American,Murray Hill,(164),4 stars out of 5,Ainsworth Midtown
, Takeout,  $    $    $    ,Seafood,Chelsea,(215),4.5 stars out of 5,Seamore's - Chelsea
, Takeout,  $    $    $    ,Contemporary American,Meatpacking District,(1015),4.2 stars out of 5,STK Rooftop
, Takeout,  $    $    $    ,Italian,West Village,(229),4.6 stars out of 5,Da Andrea
, Takeout,  $    $    $    ,Spanish,Union Square,(1602),4.7 stars out of 5,Casa Mono
, Takeout,  $    $    $    ,Mexican,Midtown West,(817),4.1 stars out of 5,Cantina Rooftop
, Takeout,  $    $      ,American,Midtown East,(299),4.4 stars out of 5,Copinette
,2,  $    $    $    ,Peruvian,West Village,(243),4.2 stars out of 5,Baby Brasa Organic
,2,  $    $    $    ,Italian,NoMad,(431),4.5 stars out of 5,Ulivo
,,  $    $    $    $  ,American,Chelsea,(1892),4.6 stars out of 5,L'Amico
,,  $    $      ,French,Upper West Side,(7916),4.5 stars out of 5,Bar Boulud
,,  $    $      ,American,NoMad,(465),4.2 stars out of 5,Woodpecker by David Burke
, Takeout,  $    $      ,American,Midtown West,(100),3.6 stars out of 5,Elsie Rooftop
, Takeout,  $    $    $    ,Italian,Midtown East,(528),4.5 stars out of 5,Valbella Midtown
,2,  $    $      ,Indian,Midtown East,,,Masala King
, Takeout,  $    $    $    ,Mexican,Theater District / Times Square,(1575),4.2 stars out of 5,Dos Caminos - Times Square
,,  $    $      ,Asian,Murray Hill,(113),4.5 stars out of 5,Wagamama (Murray Hill - 39th Street)
,2,  $    $    $    $  ,Contemporary Asian,NoMad,(43),4.5 stars out of 5,Hortus NYC
, Takeout,  $    $      ,Italian,West Village,(516),4.7 stars out of 5,Aunt Jakes - Greenwich Village
,2,  $    $      ,Italian,Midtown East,(790),4.5 stars out of 5,Bistango at The Kimberly Hotel
, Takeout,  $    $    $    $  ,French,Upper East Side,(675),4.6 stars out of 5,La Goulue
,,  $    $    $    ,French,West Village,(608),4.6 stars out of 5,Petite Boucherie
, Takeout,  $    $    $    ,French,Theater District / Times Square,(5965),4.5 stars out of 5,Chez Josephine
,,  $    $      ,Italian,Chelsea,(694),4.6 stars out of 5,Chelsea Ristorante
,2,  $    $    $    ,Italian,West Village,(462),4.6 stars out of 5,Baker & co
,2,  $    $    $    ,Italian,Midtown East,(252),4.5 stars out of 5,Barolo East
,2,  $    $      ,American,Chelsea,(50),4.7 stars out of 5,The Meatball Shop - Chelsea
, Takeout,  $    $    $    ,Italian,Theater District / Times Square,(5092),4.5 stars out of 5,Lattanzi
, Takeout,  $    $    $    ,Italian,Union Square,(743),4.4 stars out of 5,.Tarallucci e Vino Union Square
, Takeout,  $    $    $    ,Steakhouse,Hell's Kitchen,(1654),4.6 stars out of 5,K Rico South American Steakhouse
, Takeout,  $    $      ,American,East Village,(3428),4.7 stars out of 5,The Smith - East Village
, Delivery partners,  $    $      ,Indian,Murray Hill,(282),4.6 stars out of 5,Spice Symphony - 31st St
, Delivery partners,  $    $    $    ,Indian,Chelsea,(377),4.5 stars out of 5,aRoqa
,2,  $    $      ,Italian,Chelsea,(149),4.2 stars out of 5,Zia Maria Ristorante and Pizzeria
, Takeout,  $    $    $    ,Steakhouse,Midtown East,(1184),4.3 stars out of 5,212 Steakhouse
, Takeout,  $    $    $    ,Greek,Midtown West,(966),4.8 stars out of 5,Loi Estiatorio
, Takeout,  $    $      ,French,East Village,(346),4.4 stars out of 5,Cathédrale
, Takeout,  $    $      ,Italian,Upper East Side,(2530),4.7 stars out of 5,Tony's Di Napoli - Upper East Side
, Takeout,  $    $    $    $  ,Italian,Upper East Side,(369),4.5 stars out of 5,Nello
,,  $    $    $    ,Indian,Midtown East,(427),4.3 stars out of 5,Nirvana
, Takeout,  $    $    $    ,Contemporary American,Gramercy / Flatiron,(2385),4.7 stars out of 5,Giorgio's of Gramercy
,,  $    $    $    $  ,French,Chelsea,(707),4.3 stars out of 5,OCabanon
, Takeout,  $    $    $    $  ,Brazilian Steakhouse,Midtown West,(2745),4.6 stars out of 5,Fogo de Chao - New York
, Takeout,  $    $    $    $  ,Indian,Gramercy / Flatiron,(2187),4.5 stars out of 5,Junoon Main Dining Room
,2,  $    $    $    ,Italian,Midtown West,(1460),4.3 stars out of 5,Serafina Broadway
,2,  $    $      ,American,Hell's Kitchen,(136),4.6 stars out of 5,THE MEATBALL SHOP - HELL'S KITCHEN
, Delivery partners,  $    $      ,Mediterranean,Hell's Kitchen,(140),4.6 stars out of 5,Gardenia Terrace
,,  $    $    $    ,American,Midtown East,(1062),4.4 stars out of 5,Madison & Vine
,,  $    $    $    $  ,American,Gramercy / Flatiron,(5878),4.7 stars out of 5,Craft
,,  $    $    $    ,American,Murray Hill,(563),4.4 stars out of 5,Wine 30
,2,  $    $      ,Contemporary Indian,Gramercy / Flatiron,(426),4.4 stars out of 5,Pippali
, Takeout,  $    $      ,American,Midtown West,(492),4.4 stars out of 5,The Perfect Pint - West
,,  $    $    $    ,Contemporary Italian,East Village,(1091),4.6 stars out of 5,Cacio e Pepe
, Takeout,  $    $    $    $  ,Mediterranean,Midtown East,(2137),4.7 stars out of 5,Avra Madison Estiatorio on 60th
,2,  $    $    $    ,French,Midtown East,(1447),4.7 stars out of 5,Jubilee 1st Avenue
, Takeout,  $    $    $    ,Italian,Chelsea,(402),4.6 stars out of 5,Biricchino
,2,  $    $      ,Italian,Theater District / Times Square,(2853),4.3 stars out of 5,Ceci Italian Restaurant
,2,  $    $    $    ,Mediterranean,Hell's Kitchen,(850),4.6 stars out of 5,Ousia
,,  $    $    $    ,Italian,Theater District / Times Square,(4665),4.7 stars out of 5,La Masseria
